,slide_id,case_id,magnification,level_downsamples
921,TCGA-TQ-A7RQ-01Z-00-DX1.6351D204-06EA-4FDF-BCA2-B9448AE10F95,TCGA-TQ-A7RQ,40x,"(1.0, 4.0, 16.0, 64.01739130434783)"
922,TCGA-TQ-A7RR-01Z-00-DX1.45839A23-093F-4BDE-8FF3-642DE69BD656,TCGA-TQ-A7RR,40x,"(1.0, 4.0000667764768725, 16.0013357079252, 32.00773797599393)"
923,TCGA-TQ-A7RS-01Z-00-DX1.D03F0DCF-1713-4ACA-AA75-6156995A5193,TCGA-TQ-A7RS,40x,"(1.0, 4.00005157563567, 16.001442832444162, 32.009484202433725)"
924,TCGA-TQ-A7RU-01Z-00-DX1.29C7A86C-6C94-480E-B74C-44ACC2B89A76,TCGA-TQ-A7RU,40x,"(1.0, 4.000066687413862, 16.000991753848467, 64.02991650748619)"
925,TCGA-TQ-A7RV-02Z-00-DX1.098F3ECC-BAC0-4626-8BFF-577972244ACB,TCGA-TQ-A7RV,40x,"(1.0, 4.000066782422866, 16.000623330365094, 32.00409690060563)"
926,TCGA-TQ-A7RV-01Z-00-DX1.709E828D-44C3-43D6-9381-187FC28E93D0,TCGA-TQ-A7RV,40x,"(1.0, 4.000044529545353, 16.000534378339864, 32.00106875667973)"
927,TCGA-TQ-A7RW-01Z-00-DX1.05F422AA-ED7B-4D53-9B32-2B7CEFB85021,TCGA-TQ-A7RW,40x,"(1.0, 4.000024321432046, 16.000875656742558, 32.007926150264936)"
928,TCGA-TQ-A8XE-01Z-00-DX1.106C2DAA-99F8-475A-B383-31824AC4C506,TCGA-TQ-A8XE,40x,"(1.0, 4.0, 16.000366032210835, 64.00966925704847)"
929,TCGA-TQ-A8XE-02Z-00-DX1.818964A4-457E-4658-AF46-C89629B24EF4,TCGA-TQ-A8XE,40x,"(1.0, 4.0, 16.000711743772243, 64.00961230278453)"
930,TCGA-VM-A8C8-01Z-00-DX2.996E1ECF-24B2-4A35-8D00-02BF3C025FC6,TCGA-VM-A8C8,40x,"(1.0, 4.000215177162531, 16.00430539609644)"
931,TCGA-VM-A8C8-01Z-00-DX5.D23FADC5-5238-499D-9F5C-662A6A226169,TCGA-VM-A8C8,40x,"(1.0, 4.0002535934275585, 16.00716475577632)"
932,TCGA-VM-A8C8-01Z-00-DX7.614E87B3-E2F0-4977-AE49-1EDBB26F879C,TCGA-VM-A8C8,40x,"(1.0, 4.000200830097738, 16.004043862635314)"
933,TCGA-VM-A8C8-01Z-00-DX1.119D6F8E-6A1D-4FCA-9C2F-75DB418B880B,TCGA-VM-A8C8,40x,"(1.0, 4.000350975918338, 16.004450193418045)"
934,TCGA-VM-A8C8-01Z-00-DX8.CFBE7871-B2AD-4D99-8C40-D1EAC34BB272,TCGA-VM-A8C8,40x,"(1.0, 4.000251046025104, 16.005023442732753)"
935,TCGA-VM-A8C8-01Z-00-DX9.07AAC35A-A609-479F-843E-1E759A922AFA,TCGA-VM-A8C8,40x,"(1.0, 4.000188276641145, 16.006242198805516)"
936,TCGA-VM-A8C8-01Z-00-DX3.505AAA14-DBCC-4554-8A78-E8353B0532CE,TCGA-VM-A8C8,40x,"(1.0, 4.000266256866091, 16.006118297388205)"
937,TCGA-VM-A8C8-01Z-00-DX6.060E0C36-5EDA-476F-8D1F-2959FE993D3A,TCGA-VM-A8C8,40x,"(1.0, 4.000310499057209, 16.00716426100107)"
938,TCGA-VM-A8C8-01Z-00-DX4.980FE353-1CBB-4B38-B26C-F96EFCA462B9,TCGA-VM-A8C8,40x,"(1.0, 4.000251046025104, 16.006007210563546)"
939,TCGA-VM-A8C9-01Z-00-DX4.20D5EE02-3CD2-45C4-AF74-539DC859369B,TCGA-VM-A8C9,40x,"(1.0, 4.000041262069155, 16.001099281425475, 64.01011192152917)"
940,TCGA-VM-A8C9-01Z-00-DX2.D95CDDEA-8A6D-41D4-B12A-17811CF91CE3,TCGA-VM-A8C9,40x,"(1.0, 4.00004016171785, 16.001054200562514, 64.00764455497188)"
941,TCGA-VM-A8C9-01Z-00-DX5.F028B05D-0986-42CC-B0AA-F55F9ACE743D,TCGA-VM-A8C9,40x,"(1.0, 4.000105375592835, 16.000641577334154, 64.00803844097416)"
942,TCGA-VM-A8C9-01Z-00-DX6.4F9BEB00-9BC5-459F-A702-C72583A226ED,TCGA-VM-A8C9,40x,"(1.0, 4.000041262069155, 16.001485636812436, 64.00594254724975)"
943,TCGA-VM-A8C9-01Z-00-DX7.95A9AD6B-1293-485E-8A82-7A1939C7B9D4,TCGA-VM-A8C9,40x,"(1.0, 4.000083739273661, 16.0013305954563, 64.01083237937341)"
944,TCGA-VM-A8C9-01Z-00-DX3.E0BF1E61-5F3C-4E15-8A6A-3E1A351FC0A7,TCGA-VM-A8C9,40x,"(1.0, 4.000041835169432, 16.00157985346864, 64.03488034386618)"
945,TCGA-VM-A8C9-01Z-00-DX9.DEF6A890-B06E-42BC-A653-A6BF5E324B8D,TCGA-VM-A8C9,40x,"(1.0, 4.000105835973542, 16.00063754975919, 64.01719065350635)"
946,TCGA-VM-A8C9-01Z-00-DX1.C6DD4520-C460-419A-9DB3-DF34D128CA08,TCGA-VM-A8C9,40x,"(1.0, 4.000084591502839, 16.001598505108042, 64.01194271209783)"
947,TCGA-VM-A8C9-01Z-00-DX8.BC79D845-2351-4946-9262-C9D4668957BE,TCGA-VM-A8C9,40x,"(1.0, 4.0000865458910635, 16.001731067803483, 64.03482126879027)"
948,TCGA-VM-A8CA-01Z-00-DX6.07221643-D7F3-4E38-9A63-C7B3B46E570B,TCGA-VM-A8CA,40x,"(1.0, 4.000095511677767, 16.00101003766622, 32.00704500642899)"
949,TCGA-VM-A8CA-01Z-00-DX7.4C172C51-63E5-44DE-978E-DE3BBA23B24E,TCGA-VM-A8CA,40x,"(1.0, 4.000050202483349, 16.001749723648054, 32.00862531738699)"
950,TCGA-VM-A8CA-01Z-00-DX2.7A15A9CB-AD1E-49B5-81C9-8FFFFEDBDE44,TCGA-VM-A8CA,40x,"(1.0, 4.000050202483349, 16.001004150488686, 32.00415104445635)"
951,TCGA-VM-A8CA-01Z-00-DX5.424C74A2-33EE-4C5B-9D9B-630CC5D59A9F,TCGA-VM-A8CA,40x,"(1.0, 4.000119927087519, 16.001854178118542, 32.005887135244336)"
952,TCGA-VM-A8CA-01Z-00-DX1.EE06F0BA-445F-4A77-B86C-819BF2CB3223,TCGA-VM-A8CA,40x,"(1.0, 4.000072054970413, 16.00181682476304, 32.006639226186635)"
953,TCGA-VM-A8CA-01Z-00-DX4.BC66C522-E26A-47AC-BD7E-79C8BB81C853,TCGA-VM-A8CA,40x,"(1.0, 4.000075623609388, 16.001891700041373, 32.003783400082746)"
954,TCGA-VM-A8CA-01Z-00-DX8.CB8BF849-9C5E-4145-ACFA-48DE2F83FB51,TCGA-VM-A8CA,40x,"(1.0, 4.000074094876513, 16.000568680534425, 32.00626602656795)"
955,TCGA-VM-A8CA-01Z-00-DX9.357E0311-D1A7-4369-A626-383E6F9B3F83,TCGA-VM-A8CA,40x,"(1.0, 4.000095868754242, 16.001917559330487, 32.00597786213994)"
956,TCGA-VM-A8CA-01Z-00-DX3.DF5FF5C7-CCF8-41BD-9FF5-3D1185E350B8,TCGA-VM-A8CA,40x,"(1.0, 4.000050202483349, 16.001765185496296, 32.00567311447156)"
957,TCGA-VM-A8CB-01Z-00-DX2.FF7BED61-5947-4261-8B9F-054B3E997B18,TCGA-VM-A8CB,40x,"(1.0, 4.000109279760556, 16.000676903835092, 64.01752656899875)"
958,TCGA-VM-A8CB-01Z-00-DX6.E15B7AA1-ACA5-4959-9581-3EDDE6FACCC0,TCGA-VM-A8CB,40x,"(1.0, 4.000114508122176, 16.001424557347043, 32.004889524349224)"
959,TCGA-VM-A8CB-01Z-00-DX3.4DAB7FB0-0C2E-43D8-9E4F-F5C1720AA78F,TCGA-VM-A8CB,40x,"(1.0, 4.000110068704438, 16.001514227540262, 64.00605691016105)"
960,TCGA-VM-A8CB-01Z-00-DX9.8A7428DE-8450-4967-B777-AAD21A5AA36F,TCGA-VM-A8CB,40x,"(1.0, 4.0000876923333095, 16.000590554126102, 64.01714349450671)"
961,TCGA-VM-A8CB-01Z-00-DX4.D26731C6-9C13-40B6-9CB1-432249EF4F94,TCGA-VM-A8CB,40x,"(1.0, 4.000047811812705, 16.00153657218349, 32.00802198379834)"
962,TCGA-VM-A8CB-01Z-00-DX1.A33B1EC5-D489-4520-8ADA-D18AD0FB115B,TCGA-VM-A8CB,40x,"(1.0, 4.000093288991366, 16.00062031937879, 32.00424596850718)"
963,TCGA-VM-A8CB-01Z-00-DX5.E3E9FD68-DDFE-4AC2-B898-B888E4E127FF,TCGA-VM-A8CB,40x,"(1.0, 4.000064291709569, 16.001285926345012, 64.02882919797642)"
964,TCGA-VM-A8CB-01Z-00-DX7.E1F6875A-18A8-4696-AC98-383E476ABE97,TCGA-VM-A8CB,40x,"(1.0, 4.000109281837569, 16.001839207420502, 64.02223498921106)"
965,TCGA-VM-A8CB-01Z-00-DX8.824FCA58-A9DE-4E3F-8DBC-B38C85A34375,TCGA-VM-A8CB,40x,"(1.0, 4.000114389708844, 16.00142282030951, 32.004886050274166)"
966,TCGA-VM-A8CD-01Z-00-DX1.F33FFB83-3DC7-4543-A496-1EC738188DE0,TCGA-VM-A8CD,40x,"(1.0, 4.000095108790429, 16.001770761120767, 32.00861044230672)"
967,TCGA-VM-A8CD-01Z-00-DX4.504C4EEF-6491-4A03-9A81-03259714F5BB,TCGA-VM-A8CD,40x,"(1.0, 4.000093665223657, 16.002246379477164, 32.00650153158381)"
968,TCGA-VM-A8CD-01Z-00-DX6.965345AB-3591-48B4-8663-CC9361BEAE99,TCGA-VM-A8CD,40x,"(1.0, 4.000100219515646, 16.00200459147829, 32.00710074625268)"
969,TCGA-VM-A8CD-01Z-00-DX7.7B78F014-39DE-4CD6-B09C-6081407E5CDB,TCGA-VM-A8CD,40x,"(1.0, 4.000097576881345, 16.00065367984293, 32.00439266349984)"
970,TCGA-VM-A8CD-01Z-00-DX2.355165A0-D1C3-4345-B151-B94591102389,TCGA-VM-A8CD,40x,"(1.0, 4.0001203498576965, 16.00123452371774, 32.0076053779776)"
971,TCGA-VM-A8CD-01Z-00-DX3.E93E4734-17DD-40F9-AE98-3E2146E6F9F8,TCGA-VM-A8CD,40x,"(1.0, 4.000093387133469, 16.0022500067425, 64.02735171768967)"
972,TCGA-VM-A8CD-01Z-00-DX9.389ED5EC-ECA4-4C4C-ADF8-2458338C807B,TCGA-VM-A8CD,40x,"(1.0, 4.000097212622672, 16.001417644864553, 32.002835289729106)"
973,TCGA-VM-A8CD-01Z-00-DX5.E980653F-1D60-41E6-B0D1-FD95B4EE5643,TCGA-VM-A8CD,40x,"(1.0, 4.000096507849781, 16.00193034329756, 32.00386068659512)"
974,TCGA-VM-A8CD-01Z-00-DX8.030EF5DE-845F-4134-B26D-66EA5F2F1668,TCGA-VM-A8CD,40x,"(1.0, 4.000122233901562, 16.001140897947973, 32.00539127121961)"
975,TCGA-VM-A8CE-01Z-00-DX8.94355113-F8C2-401E-988C-B3112B054186,TCGA-VM-A8CE,40x,"(1.0, 4.000051053401858, 16.000476514635807, 32.007456132603195)"
976,TCGA-VM-A8CE-01Z-00-DX2.87CC9777-EAD4-4BAC-AAFA-0485E04DAB7F,TCGA-VM-A8CE,40x,"(1.0, 4.000049379464727, 16.000460890176456, 32.00092178035291)"
977,TCGA-VM-A8CE-01Z-00-DX4.C89ACFB4-EEA1-4104-8765-7712E9B7EE3C,TCGA-VM-A8CE,40x,"(1.0, 4.000047064729692, 16.001890374902047, 32.009586840417285)"
978,TCGA-VM-A8CE-01Z-00-DX5.4EA336FC-AA5F-4267-91E1-4919F43B88DD,TCGA-VM-A8CE,40x,"(1.0, 4.000107116758738, 16.001632497429917, 32.00910283509856)"
979,TCGA-VM-A8CE-01Z-00-DX1.E3381301-A47E-4838-B680-9EF799520140,TCGA-VM-A8CE,40x,"(1.0, 4.000050202483349, 16.00249409337421, 32.01110583829639)"
980,TCGA-VM-A8CE-01Z-00-DX9.31516257-7E21-4797-ACCE-084FB67D82AA,TCGA-VM-A8CE,40x,"(1.0, 4.000100583595092, 16.001583643963592, 32.008602459811804)"
981,TCGA-VM-A8CE-01Z-00-DX7.016DD6CE-4B9B-45A1-B94C-27C11EBF5575,TCGA-VM-A8CE,40x,"(1.0, 4.000050202483349, 16.001481933575164, 32.005106610629305)"
982,TCGA-VM-A8CE-01Z-00-DX3.EB6DA6B8-B95B-4385-A942-0E258CE453FE,TCGA-VM-A8CE,40x,"(1.0, 4.0001138400040315, 16.002277062912313, 32.006696869303596)"
983,TCGA-VM-A8CE-01Z-00-DX6.E5A828E7-0B84-4EE6-9337-99608E269886,TCGA-VM-A8CE,40x,"(1.0, 4.000134728025476, 16.00172117667831, 32.00548276301176)"
984,TCGA-VM-A8CF-01Z-00-DX4.AF3112EB-D194-48BD-B31F-5138814578A3,TCGA-VM-A8CF,40x,"(1.0, 4.000050202483349, 16.0021998459849, 32.00654243544878)"
985,TCGA-VM-A8CF-01Z-00-DX1.B02A927B-2E2F-4255-9949-E45813703A7C,TCGA-VM-A8CF,40x,"(1.0, 4.000051933663401, 16.001038781163437, 32.005133330088526)"
986,TCGA-VM-A8CF-01Z-00-DX8.4E93F16B-3CC3-4094-9EF2-9B74351AAF95,TCGA-VM-A8CF,40x,"(1.0, 4.000127890872266, 16.001193700077494, 32.0047246806612)"
987,TCGA-VM-A8CF-01Z-00-DX5.90CAA7E9-55BA-41D6-A5D1-280E761B17BC,TCGA-VM-A8CF,40x,"(1.0, 4.000126369730438, 16.000777779950127, 32.006948602171995)"
988,TCGA-VM-A8CF-01Z-00-DX6.DC99FC24-7290-4702-B5DC-45F3780757B6,TCGA-VM-A8CF,40x,"(1.0, 4.00007197190167, 16.00109122816197, 32.00432519980292)"
989,TCGA-VM-A8CF-01Z-00-DX9.704D20F4-2DDD-42FB-8AD6-97C2BCA68C83,TCGA-VM-A8CF,40x,"(1.0, 4.000078277115385, 16.00173389662892, 32.00580507376405)"
990,TCGA-VM-A8CF-01Z-00-DX7.91F19B77-0929-4068-BFFB-FBA10E4F01DB,TCGA-VM-A8CF,40x,"(1.0, 4.000103596741887, 16.001673614443853, 32.00883184953107)"
991,TCGA-VM-A8CF-01Z-00-DX2.9BB80EF8-5600-4BA5-879D-46B8B6D0776D,TCGA-VM-A8CF,40x,"(1.0, 4.000075578797232, 16.001890086498282, 32.003780172996564)"
992,TCGA-VM-A8CF-01Z-00-DX3.3CED09BD-4062-4573-A075-84461B82F5B4,TCGA-VM-A8CF,40x,"(1.0, 4.000051053401858, 16.00086959639681, 32.003917971800874)"
993,TCGA-VM-A8CH-01Z-00-DX1.5CCB3B5B-AE36-47E0-91F6-0DF95BB43A2D,TCGA-VM-A8CH,40x,"(1.0, 4.000101853403907, 16.002037279099824, 64.03405325237603)"
994,TCGA-VM-A8CH-01Z-00-DX3.B0A4A9A2-14B8-4080-8DF8-B2055EFFFDF8,TCGA-VM-A8CH,40x,"(1.0, 4.0000958874106045, 16.002340912334944, 64.02348007066513)"
995,TCGA-VM-A8CH-01Z-00-DX2.DC834C4C-ADA5-436C-80DD-303E45917C35,TCGA-VM-A8CH,40x,"(1.0, 4.00010605274505, 16.00165557833215, 64.03006146159383)"
996,TCGA-VM-A8CH-01Z-00-DX6.284D2734-21E1-4C09-9578-6BFE42131D43,TCGA-VM-A8CH,40x,"(1.0, 4.000100729738985, 16.00153518735989, 64.02426558752998)"
997,TCGA-VM-A8CH-01Z-00-DX5.992B2EBF-4B11-441E-97DE-9167BDBF797D,TCGA-VM-A8CH,40x,"(1.0, 4.000043030494277, 16.00086068395685, 64.01807568983426)"
998,TCGA-VM-A8CH-01Z-00-DX4.E0A57F2D-B9E0-4423-8920-8A99CFEC4CE9,TCGA-VM-A8CH,40x,"(1.0, 4.000043030494277, 16.001357454945428, 64.02868235947037)"
999,TCGA-VM-A8CH-01Z-00-DX7.8A5184E2-AEAF-4665-A09C-044D2B21EDD5,TCGA-VM-A8CH,40x,"(1.0, 4.0001326457633555, 16.00218194840094, 64.01250893065536)"
1000,TCGA-VV-A829-01Z-00-DX1.C5464B6B-E673-4AFE-A5A1-7923F2C40450,TCGA-VV-A829,40x,"(1.0, 4.000024892960271, 16.0008962358096, 32.004980079681275)"
1001,TCGA-VV-A829-01Z-00-DX3.5ACEDBA9-4972-4E9B-A5BA-4D0CFA28B8CC,TCGA-VV-A829,40x,"(1.0, 4.000048582995952, 16.000971754340505, 32.00194350868101)"
1002,TCGA-VV-A829-01Z-00-DX2.4E2AB800-C97E-4293-886B-28793FFBAB47,TCGA-VV-A829,40x,"(1.0, 4.000050589366115, 16.00200091472245, 32.009578571251154)"
1003,TCGA-VV-A86M-01Z-00-DX1.3D542AC0-4000-40AA-A574-791B8772F956,TCGA-VV-A86M,40x,"(1.0, 4.000082376175241, 16.002235604292565, 64.02776905893808)"
1004,TCGA-W9-A837-01Z-00-DX1.F0E23873-46D1-460F-AA53-930D7934E687,TCGA-W9-A837,40x,"(1.0, 4.000114789400394, 16.001901530855825, 32.00380306171165)"
1005,TCGA-WH-A86K-01Z-00-DX1.6F32811A-D54A-4716-8364-758DC98D9E47,TCGA-WH-A86K,40x,"(1.0, 4.000197337602195, 16.003587330132994)"
1006,TCGA-WY-A858-01Z-00-DX1.4D36E628-9C20-46D9-8617-C6903A1535A9,TCGA-WY-A858,40x,"(1.0, 4.000142297645817, 16.000816353996594, 32.00163270799319)"
1007,TCGA-WY-A859-01Z-00-DX1.650758FF-1BE8-4A56-8A9A-319BA0363D8F,TCGA-WY-A859,40x,"(1.0, 4.000037651547478, 16.00113166044002, 64.03235265471103)"
1008,TCGA-WY-A85A-01Z-00-DX1.CB302B89-F89A-40FD-A7DE-6E12BEFBA2AE,TCGA-WY-A85A,40x,"(1.0, 4.000134401192303, 16.002688408292414, 32.011114207079885)"
1009,TCGA-WY-A85B-01Z-00-DX1.1E4B796A-A1E3-45F9-8075-61DE8FBF0B80,TCGA-WY-A85B,40x,"(1.0, 4.000244606415151, 16.001677039342077)"
1010,TCGA-WY-A85C-01Z-00-DX1.E0A6429A-91B3-4FFE-9FF9-28D956864D24,TCGA-WY-A85C,40x,"(1.0, 4.000344265349748, 16.006218582495706)"
1011,TCGA-WY-A85D-01Z-00-DX1.FB8C252B-7A88-4B14-B3C9-217E3EA76008,TCGA-WY-A85D,40x,"(1.0, 4.000088504799322, 16.002477794601923, 64.04769341373162)"
1012,TCGA-WY-A85E-01Z-00-DX1.AA7A4C1F-99AA-490D-B6D4-280EAB1EFF56,TCGA-WY-A85E,40x,"(1.0, 4.0000528448124015, 16.001791374959325, 32.00358274991865)"
1013,TCGA-E1-A7YD-01Z-00-DX1.4CE57729-1398-4228-A531-25B112EC73F4,TCGA-E1-A7YD,40x,"(1.0, 4.000021255792204, 16.00160030794453, 32.005180446343346)"
1014,TCGA-E1-A7YE-01Z-00-DX1.5F30A757-235B-47FB-9388-CD4608DA06B3,TCGA-E1-A7YE,40x,"(1.0, 4.000046911013089, 16.002123228095442, 32.004246456190884)"
1015,TCGA-E1-A7YH-01Z-00-DX1.A3F73A7D-9411-4A62-AADB-1725476C0E47,TCGA-E1-A7YH,40x,"(1.0, 4.000055755172699, 16.00213351738794, 32.0073197779076)"
1016,TCGA-E1-A7YI-01Z-00-DX1.BC6CCA84-ED9A-4945-9B66-8F2884E0712B,TCGA-E1-A7YI,40x,"(1.0, 4.000021496130696, 16.00057414659259, 32.00780678910819)"
1017,TCGA-E1-A7YJ-01Z-00-DX1.199900DB-6829-49BB-B139-9C344BD4D810,TCGA-E1-A7YJ,40x,"(1.0, 4.000021255792204, 16.001953378864265, 32.00390675772853)"
1018,TCGA-E1-A7YK-01Z-00-DX1.C2402DDF-A57D-4548-9607-5826928453EF,TCGA-E1-A7YK,40x,"(1.0, 4.000021255792204, 16.001105442176872, 64.01347154246314)"
1019,TCGA-E1-A7YL-01Z-00-DX1.EA6413B5-B000-49AA-97CC-8E9A2495EED1,TCGA-E1-A7YL,40x,"(1.0, 4.000023837902265, 16.00142607206656, 64.02999135068697)"
1020,TCGA-E1-A7YM-01Z-00-DX1.4F454CC1-2AA5-40BF-ACBB-AF80B740311A,TCGA-E1-A7YM,40x,"(1.0, 4.000065243861914, 16.001621446924315, 32.00324289384863)"
1021,TCGA-E1-A7YN-01Z-00-DX1.74D8BD5D-F0C9-4BD5-8FEC-E1B57E0FEF5C,TCGA-E1-A7YN,40x,"(1.0, 4.000021255792204, 16.001953378864265, 32.00390675772853)"
1022,TCGA-E1-A7YO-01Z-00-DX1.54EB75BF-B01E-4C24-9ADB-78D85C8F1BDC,TCGA-E1-A7YO,40x,"(1.0, 4.000045466945531, 16.00175735829525, 32.0035147165905)"
1023,TCGA-E1-A7YS-01Z-00-DX1.91926274-81BC-4E06-B13D-5A6966BCD918,TCGA-E1-A7YS,40x,"(1.0, 4.000076227023925, 16.002204987698054, 32.006756338899194)"
1024,TCGA-E1-A7YU-01Z-00-DX1.DEA6CA8D-FF4F-4663-88D9-8D43E2443450,TCGA-E1-A7YU,40x,"(1.0, 4.000052106453501, 16.002031334801387, 64.03730959206936)"
1025,TCGA-E1-A7YV-01Z-00-DX2.3F5FD3A4-1234-40A5-921C-08C92F2E1C57,TCGA-E1-A7YV,40x,"(1.0, 4.000093257985563, 16.001405767502785, 32.00281153500557)"
1026,TCGA-E1-A7YV-01Z-00-DX1.1218FD83-3D09-43CD-A5EF-CA8F6EB74A11,TCGA-E1-A7YV,40x,"(1.0, 4.000027134096706, 16.001715570455136, 32.005866545588404)"
1027,TCGA-E1-A7YW-01Z-00-DX1.E64A0F63-0346-4668-B67D-EF7D0358AC4E,TCGA-E1-A7YW,40x,"(1.0, 4.000055375004732, 16.001514886697137, 32.005213887356746)"
1028,TCGA-E1-A7YY-01Z-00-DX1.B652C843-4122-453A-B67B-68DD0ADE4476,TCGA-E1-A7YY,40x,"(1.0, 4.000051424457472, 16.001523460706974, 32.008319356228284)"
1029,TCGA-E1-A7Z2-01Z-00-DX1.241303FD-1841-4BF1-AB52-803B10647049,TCGA-E1-A7Z2,40x,"(1.0, 4.000048630227402, 16.00149718730177, 32.00574638216615)"
1030,TCGA-E1-A7Z3-01Z-00-DX1.1CB2A0F0-0A5C-4DD1-8CD9-8FDBD0CAEC74,TCGA-E1-A7Z3,40x,"(1.0, 4.000057068939279, 16.0020311603725, 32.00649770225969)"
1031,TCGA-E1-A7Z4-01Z-00-DX2.4DFFB8EE-BE6E-46F0-AC6D-8CC65BDA9441,TCGA-E1-A7Z4,40x,"(1.0, 4.000036246947422, 16.001405274270898, 64.0132989280165)"
1032,TCGA-E1-A7Z4-01Z-00-DX1.5AA456AE-A544-4381-A511-609E58FB95BE,TCGA-E1-A7Z4,40x,"(1.0, 4.000021255792204, 16.00160030794453, 32.005180446343346)"
1033,TCGA-E1-A7Z6-01Z-00-DX1.85795D31-F597-4AE3-8AE0-7394A428936A,TCGA-E1-A7Z6,40x,"(1.0, 4.000092612315291, 16.0021819974768, 32.010293762597286)"
