,slide_id,case_id,magnification,level_downsamples
786,TCGA-QH-A6XC-01Z-00-DX1.EE39646B-3F7A-4D87-9237-1ED594C8D427,TCGA-QH-A6XC,40x,"(1.0, 4.000172856559217, 16.002633683634897, 32.012646523380674)"
787,TCGA-QH-A86X-01Z-00-DX1.20F36DDB-D007-4832-842A-8A7E3F0C2D02,TCGA-QH-A86X,40x,"(1.0, 4.000125550934257, 16.00194756954077, 32.00699888397445)"
788,TCGA-QH-A870-01Z-00-DX1.7A7F3987-7F2D-40BC-B1CA-09B0D095829F,TCGA-QH-A870,40x,"(1.0, 4.000054766512104, 16.0005111727764, 32.00335962605901)"
789,TCGA-R8-A6MK-01Z-00-DXC.F741DE76-6E81-4DCF-A99F-659C1E398FB0,TCGA-R8-A6MK,40x,"(1.0, 4.000094845748267, 16.001017275850923, 64.02448942977604)"
790,TCGA-R8-A6MK-01Z-00-DXE.7888C0C3-818C-4C36-9EC6-F708B257872A,TCGA-R8-A6MK,40x,"(1.0, 4.000148017410982, 16.001642708229536, 32.00960306125904)"
791,TCGA-R8-A6MK-01Z-00-DX9.EE697A10-D50C-48E9-93D0-6260C6D76012,TCGA-R8-A6MK,40x,"(1.0, 4.000103180645657, 16.001826200322846, 32.006674939746915)"
792,TCGA-R8-A6MK-01Z-00-DX3.23626B7D-35BE-46B4-8983-96AC9777166E,TCGA-R8-A6MK,40x,"(1.0, 4.000084038321475, 16.001281296023564, 32.00653898215369)"
793,TCGA-R8-A6MK-01Z-00-DX5.A50F331E-12E0-46E1-885B-3CC11D50C5F1,TCGA-R8-A6MK,40x,"(1.0, 4.0001020963364535, 16.002036261463893, 64.00814504585557)"
794,TCGA-R8-A6MK-01Z-00-DX2.67BC5323-C650-4D5C-A222-6B55FF8584E8,TCGA-R8-A6MK,40x,"(1.0, 4.00011313056887, 16.002663802877677, 32.011226270554374)"
795,TCGA-R8-A6MK-01Z-00-DXB.F02C56E8-9793-4272-B14E-031A06EE2C8F,TCGA-R8-A6MK,40x,"(1.0, 4.000090798725793, 16.00189101660061, 32.006913646417175)"
796,TCGA-R8-A6MK-01Z-00-DX7.B3475A5B-4A7A-4DBD-BF65-EA2ADA3FD684,TCGA-R8-A6MK,40x,"(1.0, 4.0001025468358655, 16.001706406564097, 32.00341281312819)"
797,TCGA-R8-A6MK-01Z-00-DX1.CD613162-8078-4FB2-99A4-ED8E524FE2C3,TCGA-R8-A6MK,40x,"(1.0, 4.000091938676489, 16.00070732408873, 32.00503460885464)"
798,TCGA-R8-A6MK-01Z-00-DX4.1AB7C91A-8956-45E5-BAC1-E978E68643DC,TCGA-R8-A6MK,40x,"(1.0, 4.000116471180317, 16.001676854265135, 32.00335370853027)"
799,TCGA-R8-A6MK-01Z-00-DX6.695AD627-C157-4804-AE53-5E0E6AAD07CC,TCGA-R8-A6MK,40x,"(1.0, 4.0000617919670445, 16.00123599208965, 32.0024719841793)"
800,TCGA-R8-A6MK-01Z-00-DXF.F23D5126-9D7D-436E-9565-5724CDFDD79E,TCGA-R8-A6MK,40x,"(1.0, 4.0001324934187, 16.00123666205343, 32.00586778414579)"
801,TCGA-R8-A6MK-01Z-00-DXA.088A6643-8205-45A9-AF02-8C039D9F653E,TCGA-R8-A6MK,40x,"(1.0, 4.000062403794151, 16.00112905707486, 32.00929569759002)"
802,TCGA-R8-A6MK-01Z-00-DX8.5C45A74A-5049-4B83-B2F5-683711D555DD,TCGA-R8-A6MK,40x,"(1.0, 4.000134728150336, 16.002148279432145, 32.00786077713008)"
803,TCGA-R8-A6MK-01Z-00-DXD.26CA7DE4-FEBC-4544-829F-163A7FB04DA7,TCGA-R8-A6MK,40x,"(1.0, 4.000142069520924, 16.001326047164472, 32.00871573241653)"
804,TCGA-R8-A6ML-01Z-00-DX2.2951E705-B59D-42AE-AB0D-75339D4FF292,TCGA-R8-A6ML,40x,"(1.0, 4.000064314196287, 16.002886449399657, 32.005772898799314)"
805,TCGA-R8-A6ML-01Z-00-DX6.A0CE8231-51EB-4ECF-8595-82DC238E2168,TCGA-R8-A6ML,40x,"(1.0, 4.000103327133705, 16.00096445301736, 32.011305440750846)"
806,TCGA-R8-A6ML-01Z-00-DX5.771EFC95-EEB0-4029-B1D7-B0F5F94DCA35,TCGA-R8-A6ML,40x,"(1.0, 4.000123621787074, 16.001819900073816, 32.00363980014763)"
807,TCGA-R8-A6ML-01Z-00-DX7.A75A40C8-7318-4715-A5EB-0AF659884685,TCGA-R8-A6ML,40x,"(1.0, 4.000103327133705, 16.002042620133263, 32.008495915268185)"
808,TCGA-R8-A6ML-01Z-00-DX1.22E320A4-A5B4-4D32-83C6-CD83199E2B4C,TCGA-R8-A6ML,40x,"(1.0, 4.0000733399812045, 16.00179197789667, 32.00560631229236)"
809,TCGA-R8-A6ML-01Z-00-DX4.049970DB-AB58-4E89-BC8E-0E8BC3C270AC,TCGA-R8-A6ML,40x,"(1.0, 4.000115178253196, 16.001840693252255, 32.007387127405494)"
810,TCGA-R8-A6ML-01Z-00-DX3.A2815566-85C4-413E-B3F8-51B009E725D3,TCGA-R8-A6ML,40x,"(1.0, 4.000192020338337, 16.002401588746242, 32.013000456089785)"
811,TCGA-R8-A6MO-01Z-00-DX5.3CFCEAB5-5D93-4545-836E-949896252732,TCGA-R8-A6MO,40x,"(1.0, 4.000161897757492, 16.003238494911777, 32.01052653298813)"
812,TCGA-R8-A6MO-01Z-00-DX9.95C9E232-7E39-47D1-9657-8C6D955FEF2A,TCGA-R8-A6MO,40x,"(1.0, 4.000146945652155, 16.001371560155754, 32.006058795855665)"
813,TCGA-R8-A6MO-01Z-00-DX3.24C7DE73-6010-41D4-9F9F-09C36B3236B3,TCGA-R8-A6MO,40x,"(1.0, 4.000155729655482, 16.001110151593046, 32.01024107366131)"
814,TCGA-R8-A6MO-01Z-00-DX4.DE4E2CDD-DE75-4377-979E-4435E539877C,TCGA-R8-A6MO,40x,"(1.0, 4.000033524797175, 16.000670540902995, 64.00554363376253)"
815,TCGA-R8-A6MO-01Z-00-DX1.C29AAA07-B083-47E5-9F55-D3A06F3A5415,TCGA-R8-A6MO,40x,"(1.0, 4.00005042186292, 16.000470619873603, 32.00309306078537)"
816,TCGA-R8-A6MO-01Z-00-DXE.8F2AE4BA-D2B0-406C-8624-7B3D840E67B2,TCGA-R8-A6MO,40x,"(1.0, 4.000110527625328, 16.002343696841223, 32.00862518847378)"
817,TCGA-R8-A6MO-01Z-00-DX7.0C3FB3D6-9779-48CA-B101-2ACDB2E410B4,TCGA-R8-A6MO,40x,"(1.0, 4.000148100218519, 16.001382338290103, 32.006368635188664)"
818,TCGA-R8-A6MO-01Z-00-DXC.484F328C-F9E9-4970-88CD-9C931BA53BBA,TCGA-R8-A6MO,40x,"(1.0, 4.000177175166055, 16.00236910186358, 32.00943916019023)"
819,TCGA-R8-A6MO-01Z-00-DX6.A8D154E6-1654-43C3-8E58-217F4E66785A,TCGA-R8-A6MO,40x,"(1.0, 4.000169288236551, 16.002833432015006, 32.00846942559048)"
820,TCGA-R8-A6MO-01Z-00-DXA.CD6E7624-8EC3-4431-A3DC-2739419F9E12,TCGA-R8-A6MO,40x,"(1.0, 4.0000583589464265, 16.001516294410834, 32.00831605519441)"
821,TCGA-R8-A6MO-01Z-00-DX8.AC129F31-C312-4EAF-99B5-62E758C84C6E,TCGA-R8-A6MO,40x,"(1.0, 4.000141101855344, 16.002822451669687, 32.00804692243847)"
822,TCGA-R8-A6MO-01Z-00-DXB.874632D2-DD16-441A-927D-DF54C5ED35F2,TCGA-R8-A6MO,40x,"(1.0, 4.000162233878158, 16.002846726565604, 32.00943084271974)"
823,TCGA-R8-A6MO-01Z-00-DX2.2C4F1A78-A9C9-481F-B00B-45CD0951EB6E,TCGA-R8-A6MO,40x,"(1.0, 4.000059460102271, 16.001189343482398, 32.002378686964796)"
824,TCGA-R8-A6MO-01Z-00-DXD.D62DDC11-431F-41A4-9F9F-DA33E90D9DC4,TCGA-R8-A6MO,40x,"(1.0, 4.000082764667127, 16.002436598518194, 32.01048971629825)"
825,TCGA-R8-A6YH-01Z-00-DX1.8BD665EB-9E34-4E8C-820D-08B796F55DDE,TCGA-R8-A6YH,40x,"(1.0, 4.000090231661881, 16.001609205374454, 32.00321841074891)"
826,TCGA-R8-A73M-01Z-00-DX1.F73016FC-3180-4D90-9D49-2FA04F9BC5A3,TCGA-R8-A73M,40x,"(1.0, 4.00017244391902, 16.00288996804335, 32.010171769478006)"
827,TCGA-RY-A83X-01Z-00-DX1.1DA8284F-B532-478B-B7BC-C578BE36E2CA,TCGA-RY-A83X,40x,"(1.0, 4.000150617531881, 16.003830251800736)"
828,TCGA-RY-A83Y-01Z-00-DX1.BB00A072-43F7-44B4-8E52-ECFE7C1C263A,TCGA-RY-A83Y,40x,"(1.0, 4.000244338333063, 16.00182308633251)"
829,TCGA-RY-A83Z-01Z-00-DX1.38167693-2E5A-4179-AA91-8EDA1BA43FB0,TCGA-RY-A83Z,40x,"(1.0, 4.000387536595124, 8.001310745613948)"
830,TCGA-RY-A840-01Z-00-DX1.E4D70B62-E2F7-411D-A9A8-DD78C20DF6B8,TCGA-RY-A840,40x,"(1.0, 4.000162723196322, 16.003255149609807, 32.01663550410153)"
831,TCGA-RY-A843-01Z-00-DX1.CB0CAD7E-B970-419A-902D-2F97660D2372,TCGA-RY-A843,40x,"(1.0, 4.000132441888873, 16.00145672163841, 32.01015659032663)"
832,TCGA-RY-A845-01Z-00-DX1.224F7848-0356-4EC3-BADF-F64E6EDA9A05,TCGA-RY-A845,40x,"(1.0, 4.000140707208866, 16.00281454216553, 32.00884383175034)"
833,TCGA-RY-A847-01Z-00-DX1.E137897D-0B07-401B-A106-BFF78C14F5D4,TCGA-RY-A847,40x,"(1.0, 4.000227826472912, 16.002865724746044)"
834,TCGA-S9-A6TS-01Z-00-DX1.A10361F8-6208-44EE-9B2E-8513EBA31ED3,TCGA-S9-A6TS,40x,"(1.0, 4.00013732027411, 16.000906308396935, 32.00181261679387)"
835,TCGA-S9-A6TU-01Z-00-DX1.58000391-215E-4740-AD40-1489B348922B,TCGA-S9-A6TU,40x,"(1.0, 4.000358410299045, 16.00469737626061)"
836,TCGA-S9-A6TV-01Z-00-DX1.E58C29B5-A44B-4906-B2DF-C606311C1F5C,TCGA-S9-A6TV,40x,"(1.0, 4.00023601075214, 16.002798291330826, 32.010725095876516)"
837,TCGA-S9-A6TW-01Z-00-DX1.A217F3C6-1408-490D-B4C2-4258244755A6,TCGA-S9-A6TW,40x,"(1.0, 4.000047811812705, 16.001183720936353, 32.00440785152786)"
838,TCGA-S9-A6TX-01Z-00-DX1.014EF743-329E-441F-8FB3-46DB2F2D23F1,TCGA-S9-A6TX,40x,"(1.0, 4.000066259674947, 16.001325291288524, 64.02596086610887)"
839,TCGA-S9-A6TY-01Z-00-DX1.C4A9E841-C3F4-4752-93E8-6478B7B88E60,TCGA-S9-A6TY,40x,"(1.0, 4.000118480479642, 16.001251344275268, 32.00548564141777)"
840,TCGA-S9-A6TZ-01Z-00-DX1.5D0335F4-DB48-4428-800F-2B27E431BAA8,TCGA-S9-A6TZ,40x,"(1.0, 4.0000528448124015, 16.00141809111703, 32.00653688753263)"
841,TCGA-S9-A6U0-01Z-00-DX1.43BCB230-1388-424F-A218-F0F222691102,TCGA-S9-A6U0,40x,"(1.0, 4.000051053401858, 16.001530625668835, 32.00524003034492)"
842,TCGA-S9-A6U1-01Z-00-DX1.1F328064-7637-4194-836B-6D6F2221AB8B,TCGA-S9-A6U1,40x,"(1.0, 4.000078903434423, 16.00167826529553, 32.00618279261916)"
843,TCGA-S9-A6U2-01Z-00-DX1.364156E1-47BA-4046-BFD7-C35B97785624,TCGA-S9-A6U2,40x,"(1.0, 4.000043742618433, 16.0005249343832, 64.03045157456921)"
844,TCGA-S9-A6U5-01Z-00-DX1.BC695617-5AF4-4D43-91D9-1BC5A9DBB8DA,TCGA-S9-A6U5,40x,"(1.0, 4.000077235981669, 16.000720906282183, 32.00832098438765)"
845,TCGA-S9-A6U6-01Z-00-DX1.23CAAC2B-577F-4262-85C1-6000F6EDFDEA,TCGA-S9-A6U6,40x,"(1.0, 4.000124043161, 16.001500388252516, 32.009603081392584)"
846,TCGA-S9-A6U8-01Z-00-DX1.5C7C8D4D-32E5-46B8-8223-E3FF487290DC,TCGA-S9-A6U8,40x,"(1.0, 4.0001067927903655, 16.0009967707298, 64.01644181337127)"
847,TCGA-S9-A6U9-01Z-00-DX1.320C7173-3FAF-4661-8C0D-2C7B46BF17D9,TCGA-S9-A6U9,40x,"(1.0, 4.0000442961344245, 16.000886001181335, 64.01967082078929)"
848,TCGA-S9-A6UA-01Z-00-DX1.99AB8786-858B-46A0-94BA-C5AA1CD5351B,TCGA-S9-A6UA,40x,"(1.0, 4.000379471393412, 16.003542203013573)"
849,TCGA-S9-A6UB-01Z-00-DX1.5F32F6A9-6030-449C-B049-B377B6ACE470,TCGA-S9-A6UB,40x,"(1.0, 4.000094239223449, 16.00174640639792, 32.005533222450985)"
850,TCGA-S9-A6WD-01Z-00-DX1.4B8BAF92-5817-494A-A842-7FE6C0C6F643,TCGA-S9-A6WD,40x,"(1.0, 4.000090543203185, 16.00130095866421, 32.00464232698357)"
851,TCGA-S9-A6WE-01Z-00-DX1.F4D6E41C-5B13-498E-853A-902D41DF804C,TCGA-S9-A6WE,40x,"(1.0, 4.000159103715761, 16.000964293793025, 32.006095457650275)"
852,TCGA-S9-A6WG-01Z-00-DX1.99FBC39A-F2DD-48F0-A5AB-52A508369C7A,TCGA-S9-A6WG,40x,"(1.0, 4.0000900628958735, 16.001533350438635, 32.005801948121146)"
853,TCGA-S9-A6WH-01Z-00-DX1.DDBE3C83-36D7-4969-BFFE-7FAA8014633B,TCGA-S9-A6WH,40x,"(1.0, 4.0001206932368945, 16.002381767816154, 32.00853073420655)"
854,TCGA-S9-A6WI-01Z-00-DX1.D3D90B50-C15D-4EB0-B721-AD655EA6F97A,TCGA-S9-A6WI,40x,"(1.0, 4.0000837159006135, 16.00157398193509, 64.00629592774035)"
855,TCGA-S9-A6WL-01Z-00-DX1.2AB33E11-47B6-4382-8EE3-181D97C2241E,TCGA-S9-A6WL,40x,"(1.0, 4.000144755819241, 16.002148160546806, 32.007286102049875)"
856,TCGA-S9-A6WM-01Z-00-DX1.5D18F7F7-C5C8-465B-8B7D-FAC68C43C6F5,TCGA-S9-A6WM,40x,"(1.0, 4.000153482735777, 16.000917061715047, 32.00183412343009)"
857,TCGA-S9-A6WN-01Z-00-DX1.FEEA7335-8225-4DA8-9AE1-3DA1B6EFCAE5,TCGA-S9-A6WN,40x,"(1.0, 4.000162308548256, 16.001946501936175, 32.00734625662311)"
858,TCGA-S9-A6WO-01Z-00-DX1.7B2357DB-9EF4-4122-9A7E-F6F509A0A67C,TCGA-S9-A6WO,40x,"(1.0, 4.000192421352535, 16.00203222834198)"
859,TCGA-S9-A6WP-01Z-00-DX1.C3E303DF-A88E-4A62-8958-BDE01A384D99,TCGA-S9-A6WP,40x,"(1.0, 4.000044957290574, 16.000769203187815, 64.01250859452298)"
860,TCGA-S9-A6WQ-01Z-00-DX1.F3EDD859-8FEF-48B4-BFEA-36BCCE34F030,TCGA-S9-A6WQ,40x,"(1.0, 4.000079268614913, 16.001585623678647, 32.0064352212455)"
861,TCGA-S9-A7IQ-01Z-00-DX1.3B4A20BF-6303-475D-BE85-014922FA02DA,TCGA-S9-A7IQ,40x,"(1.0, 4.000072477591404, 16.001729068150937, 32.00865736270015)"
862,TCGA-S9-A7IS-01Z-00-DX1.193F4631-20AE-4001-93B0-4020821F524C,TCGA-S9-A7IS,40x,"(1.0, 4.0001304835698015, 16.00218277617781, 32.00436555235562)"
863,TCGA-S9-A7IX-01Z-00-DX1.41EFC469-2139-44A6-AE48-76304EBD3F58,TCGA-S9-A7IX,40x,"(1.0, 4.00017363509996, 16.00155527219808, 32.005406405482475)"
864,TCGA-S9-A7IY-01Z-00-DX1.185F1FC6-576A-4AAF-9BE0-250489B3E7C4,TCGA-S9-A7IY,40x,"(1.0, 4.000051053401858, 16.00208941786161, 32.006357614730476)"
865,TCGA-S9-A7IZ-01Z-00-DX1.248328B8-5081-41B1-8674-2FF83C99640F,TCGA-S9-A7IZ,40x,"(1.0, 4.000107146105725, 16.001749326499485, 32.00912227836602)"
866,TCGA-S9-A7J0-01Z-00-DX1.F7AEDF07-33C2-4238-A04F-758C8EF58851,TCGA-S9-A7J0,40x,"(1.0, 4.00007699775204, 16.001879616463945, 32.00647596089974)"
867,TCGA-S9-A7J1-01Z-00-DX1.E6934DF9-A2DF-4454-B927-CD481786EB3A,TCGA-S9-A7J1,40x,"(1.0, 4.000083663683985, 16.00167344080925, 32.00634555794082)"
868,TCGA-S9-A7J2-01Z-00-DX1.5BDB6D1B-F50E-42A7-9CB2-618F91DF6977,TCGA-S9-A7J2,40x,"(1.0, 4.000059062093948, 16.000891288317433, 32.00430322920825)"
869,TCGA-S9-A7J3-01Z-00-DX1.DDE30B13-68C3-4BA6-8CBB-631D2E547974,TCGA-S9-A7J3,40x,"(1.0, 4.000133016572406, 16.001050360451096, 32.010838287609445)"
870,TCGA-S9-A7QW-01Z-00-DX1.C07FEA9E-6FED-46C9-9133-11A18A877832,TCGA-S9-A7QW,40x,"(1.0, 4.000169439940431, 16.0033893754824, 32.0067787509648)"
871,TCGA-S9-A7QX-01Z-00-DX1.8BF2EF3C-45E5-4242-9A72-9A915396B934,TCGA-S9-A7QX,40x,"(1.0, 4.000100358455124, 16.00234691231296, 32.00988324263748)"
872,TCGA-S9-A7QY-01Z-00-DX1.C50B9D19-0959-486F-BAC1-09B563F16D54,TCGA-S9-A7QY,40x,"(1.0, 4.000112247526319, 16.00156598184475, 32.0031319636895)"
873,TCGA-S9-A7QZ-01Z-00-DX1.8639F7A6-105E-475B-8836-644EFF95690D,TCGA-S9-A7QZ,40x,"(1.0, 4.000091826239195, 16.001490695700127, 32.00574973705471)"
874,TCGA-S9-A7R1-01Z-00-DX1.9FAB9E82-AC0C-4902-BB8B-3620DCC21832,TCGA-S9-A7R1,40x,"(1.0, 4.000051053401858, 16.000831565230516, 32.006682944642506)"
875,TCGA-S9-A7R2-01Z-00-DX1.002ED857-5D3F-4053-9F9C-9EB73F2C20F5,TCGA-S9-A7R2,40x,"(1.0, 4.000150617531881, 16.005315637461777)"
876,TCGA-S9-A7R3-01Z-00-DX1.32E490D2-AAAA-4AB2-8036-AB4B713F03EA,TCGA-S9-A7R3,40x,"(1.0, 4.000091066184181, 16.001458010156803, 64.02328777551563)"
877,TCGA-S9-A7R4-01Z-00-DX1.562B745A-244A-40BF-9D39-2A00C9A2BC52,TCGA-S9-A7R4,40x,"(1.0, 4.00004582321404, 16.001809958028034, 32.00655401331547)"
878,TCGA-S9-A7R7-01Z-00-DX1.8E4E9C97-1939-4645-A4D6-A17D36B435A9,TCGA-S9-A7R7,40x,"(1.0, 4.000161086893218, 16.001503559774825, 32.00988269444511)"
879,TCGA-S9-A7R8-01Z-00-DX1.1F2A9518-C2FC-46DC-ACB8-6CBA1D8EF9A2,TCGA-S9-A7R8,40x,"(1.0, 4.000067269754316, 16.000865883144737, 64.01872987324427)"
880,TCGA-S9-A89V-01Z-00-DX1.63E6101E-4FBC-4843-BFFD-343C3F111844,TCGA-S9-A89V,40x,"(1.0, 4.000125281884239, 16.001713983410802, 32.01095513963161)"
881,TCGA-S9-A89Z-01Z-00-DX1.F6DA547D-D35C-4D55-B5AA-AB4F33B2789F,TCGA-S9-A89Z,40x,"(1.0, 4.0, 16.002090784785814, 32.00747815955634)"
882,TCGA-TM-A7C3-01Z-00-DX1.8599EB66-7116-4CFA-A08D-9929AB55EA31,TCGA-TM-A7C3,40x,"(1.0, 4.000063706440721, 16.001142526371886, 64.01061954064849)"
883,TCGA-TM-A7C4-01Z-00-DX1.082C7A0D-CCAA-4D40-B7B5-1CDD1812DF57,TCGA-TM-A7C4,40x,"(1.0, 4.0000535589952335, 16.002213923568117, 32.00785755133377)"
884,TCGA-TM-A7C5-01Z-00-DX1.6B493BB3-6497-47AE-8D35-CC7C35868E6E,TCGA-TM-A7C5,40x,"(1.0, 4.0000873515024455, 16.00132311584425, 32.00637426030268)"
885,TCGA-TM-A7CA-01Z-00-DX1.1CEBE1E1-7CBE-4F80-BAFC-828F7FA787B7,TCGA-TM-A7CA,40x,"(1.0, 4.000049622866216, 16.000198491464865, 64.02339153152923)"
886,TCGA-TM-A7CF-02Z-00-DX1.7EFCCDDE-B065-4367-8C0B-91A3D4E277D5,TCGA-TM-A7CF,40x,"(1.0, 4.0, 16.001027749229188, 32.005438162306156)"
887,TCGA-TM-A7CF-01Z-00-DX1.EB905EDB-5AC5-41C4-AB00-526DD3820524,TCGA-TM-A7CF,40x,"(1.0, 4.000077735295781, 16.00049307603114, 64.03305658174915)"
888,TCGA-TM-A7CF-01Z-00-DX2.D24F6CA3-562B-4444-A072-DA66C527F1C5,TCGA-TM-A7CF,40x,"(1.0, 4.000034568341052, 16.000505517483887, 64.00793492460681)"
889,TCGA-TM-A84B-01Z-00-DX1.8736E13D-D47F-462E-BD06-61767245C2F5,TCGA-TM-A84B,40x,"(1.0, 4.000050202483349, 16.0017483365352, 32.0086169916093)"
890,TCGA-TM-A84C-01Z-00-DX1.07057BBD-79E9-4621-BCAB-8B8DC5BF44A6,TCGA-TM-A84C,40x,"(1.0, 4.000130970051515, 16.001568694337593, 32.01149894210313)"
891,TCGA-TM-A84F-01Z-00-DX1.F12CDFC4-91D7-422E-83BE-BB987DCCD3AD,TCGA-TM-A84F,40x,"(1.0, 4.000139735916838, 16.002002884186425, 32.00400576837285)"
892,TCGA-TM-A84F-01Z-00-DX2.A2AB2F72-F232-4B60-97B1-1714C9261EAF,TCGA-TM-A84F,40x,"(1.0, 4.000073468188274, 16.001625144849967, 32.003250289699935)"
893,TCGA-TM-A84G-01Z-00-DX2.40776742-AC90-4DA4-A0CE-738AD4F6550F,TCGA-TM-A84G,40x,"(1.0, 4.000109460239296, 16.001559332432336, 32.00563931743805)"
894,TCGA-TM-A84G-01Z-00-DX1.97254527-3332-4DC2-BA8C-BE2DD5696F83,TCGA-TM-A84G,40x,"(1.0, 4.000119348880148, 16.00078052629253, 32.00556317867937)"
895,TCGA-TM-A84H-01Z-00-DX1.C6DA6654-F23A-47CD-A59E-8F89A7B714B0,TCGA-TM-A84H,40x,"(1.0, 4.000091279741983, 16.00204673923539, 32.00409347847078)"
896,TCGA-TM-A84H-01Z-00-DX2.3DD9940B-E941-45C4-8C26-0F87E8EF4569,TCGA-TM-A84H,40x,"(1.0, 4.000157910514192, 16.00106587597147, 32.00213175194294)"
897,TCGA-TM-A84I-01Z-00-DX1.755573F1-0378-4E95-A755-CD8AB79ABEC1,TCGA-TM-A84I,40x,"(1.0, 4.000133884186617, 16.00202220618126, 32.00404441236252)"
898,TCGA-TM-A84J-01Z-00-DX2.09328846-237C-4129-B214-311617D4AD93,TCGA-TM-A84J,40x,"(1.0, 4.000062753629251, 16.002541955409676, 32.01119515900233)"
899,TCGA-TM-A84J-01Z-00-DX1.35ED7469-4A53-4432-945F-69D714D7607F,TCGA-TM-A84J,40x,"(1.0, 4.000131731832139, 16.00226700348829, 32.00721269972185)"
900,TCGA-TM-A84L-01Z-00-DX2.3C138376-4F7E-460C-B9FE-D0EBD323A66B,TCGA-TM-A84L,40x,"(1.0, 4.000119574356042, 16.001309343933997, 32.002618687867994)"
901,TCGA-TM-A84L-01Z-00-DX1.411C2D0B-921E-4B0A-95ED-DF9A89AFC76B,TCGA-TM-A84L,40x,"(1.0, 4.000053788503604, 16.001770089214247, 32.00583603951482)"
902,TCGA-TM-A84M-01Z-00-DX1.40AFB31C-EC85-4BC2-9C63-8DF2022164DF,TCGA-TM-A84M,40x,"(1.0, 4.000094637317557, 16.0024031893092, 32.00748507136366)"
903,TCGA-TM-A84M-01Z-00-DX2.D73D0E2C-59B4-400F-B8DE-B49BACC45D26,TCGA-TM-A84M,40x,"(1.0, 4.000123161989769, 16.002463543320303, 32.00760577938588)"
904,TCGA-TM-A84O-01Z-00-DX1.C05AE734-FABD-4DA7-9FDA-A54564CDED27,TCGA-TM-A84O,40x,"(1.0, 4.000089289406466, 16.000983250487607, 64.01395282079422)"
905,TCGA-TM-A84Q-01Z-00-DX1.692F1A0A-E05E-4C53-8AE0-EF1E1B6297EA,TCGA-TM-A84Q,40x,"(1.0, 4.000059320019851, 16.00187999473291, 64.01716331330809)"
906,TCGA-TM-A84R-01Z-00-DX1.26D7F00E-85DD-49E9-BCA3-AAA25ECD2E5F,TCGA-TM-A84R,40x,"(1.0, 4.000124895613399, 16.002498227842544, 32.007946817959606)"
907,TCGA-TM-A84S-01Z-00-DX1.5ED4FD31-AE61-4E45-B202-420B37C847D9,TCGA-TM-A84S,40x,"(1.0, 4.000046340634558, 16.001239302877735, 32.00247860575547)"
908,TCGA-TM-A84T-01Z-00-DX1.31D6FC27-464A-41A1-8CB2-5E7B3862EE9C,TCGA-TM-A84T,40x,"(1.0, 4.000047064729692, 16.000941383205724, 32.00389153904092)"
909,TCGA-TQ-A7RF-01Z-00-DX1.0243E73B-9B79-46C0-BA92-E8BA46E56036,TCGA-TQ-A7RF,40x,"(1.0, 4.000067888662594, 16.001357957631722, 32.00561390800435)"
910,TCGA-TQ-A7RG-01Z-00-DX1.71465600-F24A-4831-BA01-68A8C95F2BE9,TCGA-TQ-A7RG,40x,"(1.0, 4.000074147305981, 16.001087601344672, 64.01744570744239)"
911,TCGA-TQ-A7RH-01Z-00-DX1.9B62CBC8-597B-4DDC-8129-37D8977D2171,TCGA-TQ-A7RH,40x,"(1.0, 4.00005048975058, 16.001009896990507, 32.007632769227534)"
912,TCGA-TQ-A7RI-01Z-00-DX1.785D0C67-7621-4C2A-8EE2-393A842963B7,TCGA-TQ-A7RI,40x,"(1.0, 4.000054860653939, 16.000219442615755, 32.003950834064966)"
913,TCGA-TQ-A7RJ-01Z-00-DX1.8BE260A2-A7DB-4CA7-8B86-33BABEFE017B,TCGA-TQ-A7RJ,40x,"(1.0, 4.000044515669515, 16.000722650833268, 32.00362409921233)"
914,TCGA-TQ-A7RK-02Z-00-DX2.4267A2C5-044A-4550-9F97-BFFB941A4FF5,TCGA-TQ-A7RK,40x,"(1.0, 4.000044474093841, 16.000940423589476, 64.01922055659637)"
915,TCGA-TQ-A7RK-01Z-00-DX1.42AF52E1-4F8E-4D39-A2F9-88E7805E9B0A,TCGA-TQ-A7RK,40x,"(1.0, 4.000045446282494, 16.00057845311887, 64.00813212650102)"
916,TCGA-TQ-A7RK-02Z-00-DX1.81EF0869-9C37-45B0-B548-10436269B3FB,TCGA-TQ-A7RK,40x,"(1.0, 4.000069660521061, 16.001256439374977, 32.00548599290643)"
917,TCGA-TQ-A7RM-01Z-00-DX1.007E0B3C-DEC7-4FCA-BB4D-E61EC489EDF4,TCGA-TQ-A7RM,40x,"(1.0, 4.000044515669515, 16.000722650833268, 32.00362409921233)"
918,TCGA-TQ-A7RN-01Z-00-DX1.4593BE9E-C9E1-439F-9640-4E280DFEFB5B,TCGA-TQ-A7RN,40x,"(1.0, 4.00006842753524, 16.00146257902531, 32.00622174803533)"
919,TCGA-TQ-A7RO-01Z-00-DX1.18B7FCA6-3AD0-43A1-B117-A9C8017DD783,TCGA-TQ-A7RO,40x,"(1.0, 4.0, 16.001099706744867, 32.002199413489734)"
920,TCGA-TQ-A7RP-01Z-00-DX1.21F73573-AC2E-4793-9EDF-AD1DF3875C82,TCGA-TQ-A7RP,40x,"(1.0, 4.0, 16.000712123909558, 32.004273504273506)"
