,slide_id,case_id,magnification,level_downsamples
317,TCGA-08-0518-01Z-00-DX8.01f2c18c-09a8-4837-8619-62f1c9b82669,TCGA-08-0518,20x,"(1.0, 4.000136689431935, 16.003108738969544)"
318,TCGA-08-0518-01Z-00-DX5.c63510f2-8ea3-451d-9dea-13f6cd66aaa3,TCGA-08-0518,20x,"(1.0, 4.0001392557022815, 16.000557022809126)"
319,TCGA-08-0518-01Z-00-DX1.165174cf-2a73-4e46-a3f8-8bce1f2c0885,TCGA-08-0518,20x,"(1.0, 4.000258212071217, 16.004224655819776)"
320,TCGA-08-0518-01Z-00-DX6.8271300c-82d6-4398-a318-e61f29ada268,TCGA-08-0518,20x,"(1.0, 4.000136513507764, 16.002248226950357)"
321,TCGA-08-0518-01Z-00-DX7.37016e3a-813a-4319-a8fa-7dea055ccc68,TCGA-08-0518,20x,"(1.0, 4.00020392898241, 16.00081571592964)"
322,TCGA-08-0520-01Z-00-DX1.2d50b1bc-c1d8-41a4-b42f-19d9916a5ef6,TCGA-08-0520,20x,"(1.0, 4.000245058517555, 16.003061602497397)"
323,TCGA-08-0521-01Z-00-DX1.ea283930-0c6b-45b4-8331-86e5982a0401,TCGA-08-0521,20x,"(1.0, 4.000055555555555, 16.003598699431002)"
324,TCGA-08-0522-01Z-00-DX1.821f6127-4e41-4f66-b8b5-28ddfb6b77ec,TCGA-08-0522,20x,"(1.0, 4.0000625, 8.00091865079365)"
325,TCGA-08-0522-01Z-00-DX2.7424a4a5-0daa-4922-a52f-91321dd76cc9,TCGA-08-0522,20x,"(1.0, 4.0000857142857145, 16.001955760368666)"
326,TCGA-08-0524-01Z-00-DX1.698f8ef2-a530-4259-8fcd-cd1291824e7f,TCGA-08-0524,20x,"(1.0, 4.000212989800247, 16.001907437780787)"
327,TCGA-08-0524-01Z-00-DX2.a4754138-9432-4216-852e-a04da6114939,TCGA-08-0524,20x,"(1.0, 4.000135282009057, 16.003836133992312)"
328,TCGA-08-0524-01Z-00-DX3.313a243e-9d7a-4359-ad59-34f7cd6700db,TCGA-08-0524,20x,"(1.0, 4.0001916689371235, 16.002462399321747)"
329,TCGA-08-0525-01Z-00-DX4.bb5894c0-c460-4cf0-899b-420f27864cde,TCGA-08-0525,20x,"(1.0, 4.000199054419456, 16.00351746031746)"
330,TCGA-08-0525-01Z-00-DX1.254e63b9-3979-41d6-af5d-fb7bf1a9606f,TCGA-08-0525,20x,"(1.0, 4.00028450743887, 16.00113802975548)"
331,TCGA-08-0525-01Z-00-DX2.0e07f2f3-7712-4301-b0aa-ec850790b699,TCGA-08-0525,20x,"(1.0, 4.000175727542885, 16.00149346305868)"
332,TCGA-08-0525-01Z-00-DX3.eab97530-6470-4a8d-a345-f0062b6bf2cd,TCGA-08-0525,20x,"(1.0, 4.000160232603596, 16.000640930414384)"
333,TCGA-08-0529-01Z-00-DX1.c0aefbea-1aa2-4091-b320-dbdab0964b6d,TCGA-08-0529,20x,"(1.0, 4.000323939099449)"
334,TCGA-12-0615-01Z-00-DX1.950874ee-45e9-4921-a75c-0bb8278a3445,TCGA-12-0615,20x,"(1.0, 4.0000588062334606, 16.00142256218018)"
335,TCGA-12-0615-01Z-00-DX2.02099a56-eb5f-4b37-899a-dde55ff7f939,TCGA-12-0615,20x,"(1.0, 4.000217376662754, 16.00386385932219)"
336,TCGA-12-0615-01Z-00-DX3.57f0d9cc-9570-4c75-9c7b-d6e346b9e6bf,TCGA-12-0615,20x,"(1.0, 4.000071408169095, 16.001001708580425)"
337,TCGA-12-0616-01Z-00-DX1.b8f3138f-e73b-49bc-8354-a89e56232f56,TCGA-12-0616,20x,"(1.0, 4.000047915668423, 16.003357009195824)"
338,TCGA-12-0616-01Z-00-DX2.b1c06527-b3db-4a76-ac29-6e4a71566cc6,TCGA-12-0616,20x,"(1.0, 4.000181602143456, 16.002447671525644)"
339,TCGA-12-0616-01Z-00-DX5.829be590-41ed-4498-b33e-9e4de11654ce,TCGA-12-0616,20x,"(1.0, 4.000207120317893, 16.004143335302224)"
340,TCGA-12-0616-01Z-00-DX4.bcc9933d-865c-4c8d-a96d-607940b8ebaf,TCGA-12-0616,20x,"(1.0, 4.00009763127856, 16.004315592832633)"
341,TCGA-12-0616-01Z-00-DX6.2f9366a7-27d3-4538-922e-e271e435244f,TCGA-12-0616,20x,"(1.0, 4.000071408169095, 16.00375766819183)"
342,TCGA-12-0616-01Z-00-DX3.b426f381-b175-4a6d-957e-2dbfed42caeb,TCGA-12-0616,20x,"(1.0, 4.000095210892126, 16.00418354190368)"
343,TCGA-12-0618-01Z-00-DX3.a718df65-8c92-4262-be57-d9c7ac77d362,TCGA-12-0618,20x,"(1.0, 4.0002134381242165, 16.003268421543027)"
344,TCGA-12-0618-01Z-00-DX2.2addb6c6-fe61-44da-ab9a-59628b06d747,TCGA-12-0618,20x,"(1.0, 4.000106292158781, 16.001824289806116)"
345,TCGA-12-0618-01Z-00-DX4.e0734d40-7ef7-4064-b43d-c748989c6840,TCGA-12-0618,20x,"(1.0, 4.000029448141822, 16.0023274355069)"
346,TCGA-12-0618-01Z-00-DX1.e174afd8-0708-4e92-8c4b-9578062e56ea,TCGA-12-0618,20x,"(1.0, 4.000062578222778, 16.0023474817132)"
347,TCGA-12-0619-01Z-00-DX2.e305c038-1dd0-422f-87dd-8edaeace224d,TCGA-12-0619,20x,"(1.0, 4.000089581653677, 16.00339765197539)"
348,TCGA-12-0619-01Z-00-DX3.bfb91928-1b12-46dc-a734-dd87ae164c13,TCGA-12-0619,20x,"(1.0, 4.000196285185771, 16.002717686399937)"
349,TCGA-12-0620-01Z-00-DX3.e12d459d-2ffe-464f-b7e9-6a5ea6c87ac3,TCGA-12-0620,20x,"(1.0, 4.000049985004498, 16.0026)"
350,TCGA-12-0620-01Z-00-DX2.2dde35f3-5eae-41b9-807a-9689a86dbb0d,TCGA-12-0620,20x,"(1.0, 4.0, 16.004027253875776)"
351,TCGA-12-0620-01Z-00-DX1.5d4cc50f-9b78-4b8b-8e8e-1c20ae415d71,TCGA-12-0620,20x,"(1.0, 4.000578143055158, 16.00848319778072)"
352,TCGA-12-0654-01Z-00-DX2.c0abfb99-9ebc-48eb-bf55-306e39f96419,TCGA-12-0654,20x,"(1.0, 4.000243902439024, 16.00350192554557)"
353,TCGA-12-0654-01Z-00-DX1.829d6551-ae54-45a5-8618-8c1d1803f3aa,TCGA-12-0654,20x,"(1.0, 4.000344748333717, 16.009426039800516)"
354,TCGA-12-0654-01Z-00-DX3.841822e9-d92f-457b-ab28-fd23efaa58e9,TCGA-12-0654,20x,"(1.0, 4.000138962322115, 16.00136007144874)"
355,TCGA-12-0654-01Z-00-DX4.c8271027-426b-4ef3-87ca-ba6f03552db1,TCGA-12-0654,20x,"(1.0, 4.000048938044436, 16.00149485256741)"
356,TCGA-12-0656-01Z-00-DX4.e774fe6a-6d77-438f-b9e7-0a51f24223b9,TCGA-12-0656,20x,"(1.0, 4.000106679146125, 16.000911462243174)"
357,TCGA-12-0656-01Z-00-DX3.cc07a0fe-d9bc-42c6-913f-876efe3a0b94,TCGA-12-0656,20x,"(1.0, 4.000103625164977, 16.000884992028112)"
358,TCGA-12-0656-01Z-00-DX1.08311e56-c469-459d-8dcc-22dc26be4372,TCGA-12-0656,20x,"(1.0, 4.000195056548748, 16.00341719689188)"
359,TCGA-12-0656-01Z-00-DX2.d2a15599-38d8-4d44-b57b-b075df383f4b,TCGA-12-0656,20x,"(1.0, 4.000218366179713, 16.003883662118028)"
360,TCGA-12-0657-01Z-00-DX3.b5c2375e-e59b-40ee-b1e0-0f3fc4e17585,TCGA-12-0657,20x,"(1.0, 4.0, 16.001581523785617)"
361,TCGA-12-0657-01Z-00-DX1.99d5aeab-5b40-4832-a245-eaf9632d3a8c,TCGA-12-0657,20x,"(1.0, 4.000136079107321, 16.003255514198027)"
362,TCGA-12-0657-01Z-00-DX2.426da533-c768-43b8-b38e-92469082ff27,TCGA-12-0657,20x,"(1.0, 4.0, 16.001581523785617)"
363,TCGA-12-0657-01Z-00-DX4.cd3a505a-c9ba-4f45-9ea0-4cc4b7d07eb3,TCGA-12-0657,20x,"(1.0, 4.000150065152379, 16.00108500626819)"
364,TCGA-12-0662-01Z-00-DX3.83f35f0b-3c38-4e97-a3b1-6685da39364c,TCGA-12-0662,20x,"(1.0, 4.000175739330153, 16.001880508827295)"
365,TCGA-12-0662-01Z-00-DX2.642f1935-5bbf-4980-9fe5-1244531a07e1,TCGA-12-0662,20x,"(1.0, 4.000136103801832, 16.002135095330345)"
366,TCGA-12-0662-01Z-00-DX4.29f739c2-f70f-4ad5-ae7f-9f94c14adca2,TCGA-12-0662,20x,"(1.0, 4.000214368566143, 16.00413441473038)"
367,TCGA-12-0662-01Z-00-DX1.aa5dca3e-983c-452c-b7fc-96b5a0b8a389,TCGA-12-0662,20x,"(1.0, 4.0001304806297515, 16.003129566288585)"
368,TCGA-12-0670-01Z-00-DX1.749B1907-3792-4774-A3EC-94A837F737EA,TCGA-12-0670,20x,"(1.0, 4.000444765115374, 8.00230542951025)"
369,TCGA-12-0670-01Z-00-DX2.9B4706D7-1C81-4FD9-8E82-0223149306B6,TCGA-12-0670,20x,"(1.0, 4.000049985004498, 16.003283293474546)"
370,TCGA-12-0670-01Z-00-DX4.CABEB480-65ED-4981-9057-8B2E398634D9,TCGA-12-0670,20x,"(1.0, 4.0001167433895315, 16.000466973558126)"
371,TCGA-12-0670-01Z-00-DX3.0A69A5A3-8060-4DBE-89F9-A81AAB162725,TCGA-12-0670,20x,"(1.0, 4.0, 16.002584248198815)"
372,TCGA-12-0688-01Z-00-DX1.391a7503-30a8-44eb-b7f7-d369638b7514,TCGA-12-0688,20x,"(1.0, 4.000164963345988, 16.004528995826263)"
373,TCGA-12-0688-01Z-00-DX5.3651b74a-a95c-42fc-bb35-aa577ceb082b,TCGA-12-0688,20x,"(1.0, 4.000038449707782, 16.00015379883113)"
374,TCGA-12-0688-01Z-00-DX2.4112332a-035a-4680-aead-90930786a726,TCGA-12-0688,20x,"(1.0, 4.000371566867322, 16.001956758837494)"
375,TCGA-12-0688-01Z-00-DX3.66a4ef84-ac16-49da-82da-a1b8958957f2,TCGA-12-0688,20x,"(1.0, 4.000126871286122, 16.00317067484238)"
376,TCGA-12-0688-01Z-00-DX4.0876e8d9-b06c-4caa-ae5a-eb197a901e1a,TCGA-12-0688,20x,"(1.0, 4.0001626193674, 16.002545370126747)"
377,TCGA-12-0691-01Z-00-DX6.07ecaf57-a9f0-4f28-aab4-3ee85e1008f0,TCGA-12-0691,20x,"(1.0, 4.0001295152497285, 16.003181250696805)"
378,TCGA-12-0691-01Z-00-DX4.f7c6d2db-9c2d-4cfb-ba31-6392599c561a,TCGA-12-0691,20x,"(1.0, 4.000038449707782, 16.002398467742466)"
379,TCGA-12-0691-01Z-00-DX1.4bb6287c-f989-4f9d-9def-9048138dbc53,TCGA-12-0691,20x,"(1.0, 4.000103577007099, 16.0008847993966)"
380,TCGA-12-0691-01Z-00-DX3.5e39087c-19ce-4dff-89b2-bb366a48a393,TCGA-12-0691,20x,"(1.0, 4.000242064722707, 16.003187347624163)"
381,TCGA-12-0691-01Z-00-DX2.f2ebd095-4760-4c0e-9d9e-d13b352394d8,TCGA-12-0691,20x,"(1.0, 4.0, 16.001581523785617)"
382,TCGA-12-0691-01Z-00-DX5.2096432e-0a08-449c-a338-a034381c9723,TCGA-12-0691,20x,"(1.0, 4.000105326426538, 16.00090605136483)"
383,TCGA-12-0692-01Z-00-DX4.9fceb40e-f018-4b0e-a423-7f234079caae,TCGA-12-0692,20x,"(1.0, 4.00015473470165, 16.002904761904762)"
384,TCGA-12-0692-01Z-00-DX1.f01c48e9-333d-4ca8-8b36-e2749b629aea,TCGA-12-0692,20x,"(1.0, 4.0001812348644545, 16.005799250640898)"
385,TCGA-12-0692-01Z-00-DX3.9feb1e97-b622-4977-a3b3-daf594080ed9,TCGA-12-0692,20x,"(1.0, 4.000320442574216, 16.00438264395425)"
386,TCGA-12-0692-01Z-00-DX2.49e03ed1-2e2f-4c47-8c17-6e8826ecdb65,TCGA-12-0692,20x,"(1.0, 4.000165504469434, 16.001161900717086)"
387,TCGA-12-0692-01Z-00-DX5.15cf8c37-6ecd-4926-8e2d-473be7b1a16c,TCGA-12-0692,20x,"(1.0, 4.000100441944555, 16.002928083567696)"
388,TCGA-12-0703-01Z-00-DX2.2fb49fe5-2b2b-4dbd-9cf4-76f0d0032d2a,TCGA-12-0703,20x,"(1.0, 4.0000605877006965, 16.002104506929783)"
389,TCGA-12-0703-01Z-00-DX3.93ac10c7-1668-4dcd-b27b-a8f4855c695a,TCGA-12-0703,20x,"(1.0, 4.00012085771034, 16.000968176500038)"
390,TCGA-12-0703-01Z-00-DX1.c09bd51d-9a48-446a-a9fd-d4138f76c11c,TCGA-12-0703,20x,"(1.0, 4.000398936170212, 16.00159574468085)"
391,TCGA-12-0707-01Z-00-DX5.72af8ec5-7d2d-45a4-a40c-cdbe9ae72100,TCGA-12-0707,20x,"(1.0, 4.000105322423789, 16.001621870978283)"
392,TCGA-12-0707-01Z-00-DX4.4371711c-c65a-4a3f-b054-3566f4050b97,TCGA-12-0707,20x,"(1.0, 4.000055840964932, 16.002543915009618)"
393,TCGA-12-0707-01Z-00-DX3.f7944647-0396-4ae2-a353-2175df5ad427,TCGA-12-0707,20x,"(1.0, 4.0001035569718475, 16.001600811182104)"
394,TCGA-12-0707-01Z-00-DX2.4fc2ee06-8f7f-4463-ad5e-be0ea4605358,TCGA-12-0707,20x,"(1.0, 4.000077378467563, 16.001547693549114)"
395,TCGA-12-0707-01Z-00-DX1.96127c4a-82dd-4c27-9697-4d3b66bb29cb,TCGA-12-0707,20x,"(1.0, 4.000202633155242, 16.001295278279645)"
396,TCGA-12-0769-01Z-00-DX2.72cfbf9f-2cc9-4001-b93f-544abda445fa,TCGA-12-0769,20x,"(1.0, 4.000165528509584, 16.00259475782917)"
397,TCGA-12-0769-01Z-00-DX5.28bbb77f-a324-4889-8b47-721a625d72a0,TCGA-12-0769,20x,"(1.0, 4.0, 16.001581523785617)"
398,TCGA-12-0769-01Z-00-DX3.d78fbf4a-5246-4f49-bccd-a6719ee6b1cf,TCGA-12-0769,20x,"(1.0, 4.000150073159309, 16.003233362125627)"
399,TCGA-12-0769-01Z-00-DX4.72c67371-ed94-4435-a9fa-1b512799b325,TCGA-12-0769,20x,"(1.0, 4.000031240237426, 16.002059049597587)"
400,TCGA-12-0769-01Z-00-DX1.ebd0fe2a-1113-413f-a04d-e5cf7c0335ff,TCGA-12-0769,20x,"(1.0, 4.000337554372075, 8.00067510874415)"
401,TCGA-12-0769-01Z-00-DX7.fee8ea19-a415-451d-8a37-91de4e0ce748,TCGA-12-0769,20x,"(1.0, 4.0000588062334606, 16.000705716302047)"
402,TCGA-12-0769-01Z-00-DX6.093886ef-289d-45af-a327-457877628447,TCGA-12-0769,20x,"(1.0, 4.000089597706299, 16.001939946724683)"
403,TCGA-12-0772-01Z-00-DX2.25ab3b61-79ce-4096-a0db-4aff20919b6d,TCGA-12-0772,20x,"(1.0, 4.0000902201371344, 16.000360880548538)"
404,TCGA-12-0772-01Z-00-DX4.32e45a07-940b-4403-8c2b-16958d700b6d,TCGA-12-0772,20x,"(1.0, 4.000134505021521, 16.000538020086083)"
405,TCGA-12-0772-01Z-00-DX3.c8aa40ec-3007-457e-a355-cc984d18db9c,TCGA-12-0772,20x,"(1.0, 4.000225857046042, 16.002990520776265)"
406,TCGA-12-0772-01Z-00-DX1.7a7ec9d2-8102-46ba-ad54-3f9e05e0dd78,TCGA-12-0772,20x,"(1.0, 4.000193250863776, 16.000773003455105)"
407,TCGA-12-0773-01Z-00-DX3.97970cf6-acd1-4f5a-abd6-92194f2f0055,TCGA-12-0773,20x,"(1.0, 4.000038449707782, 16.001588004639665)"
408,TCGA-12-0773-01Z-00-DX6.dcbe26b4-f239-4ae8-982f-49f4e53de6a2,TCGA-12-0773,20x,"(1.0, 4.0, 16.001436265709156)"
409,TCGA-12-0773-01Z-00-DX2.d9489f48-bc7a-41a4-9dd8-b12e3a0748d0,TCGA-12-0773,20x,"(1.0, 4.000103419746277, 16.001861904908353)"
410,TCGA-12-0773-01Z-00-DX1.67754c60-0f9b-47e0-8188-440d84ced343,TCGA-12-0773,20x,"(1.0, 4.000103419746277, 16.001861904908353)"
411,TCGA-12-0773-01Z-00-DX5.1ca2e976-664b-48d5-8aed-9dcc77be1434,TCGA-12-0773,20x,"(1.0, 4.000134613658799, 16.002692998204665)"
412,TCGA-12-0775-01Z-00-DX3.adf71bba-1638-4dc0-a0f2-e7b26fb63d25,TCGA-12-0775,20x,"(1.0, 4.000160170848906, 16.001495087569417)"
413,TCGA-12-0775-01Z-00-DX1.39db447e-3a48-4001-89c4-4925a2d059aa,TCGA-12-0775,20x,"(1.0, 4.00019846902725, 16.005558799358198)"
414,TCGA-12-0775-01Z-00-DX2.cc33eab4-0b03-466f-ac91-a8fc77d2c598,TCGA-12-0775,20x,"(1.0, 4.0, 16.001581523785617)"
415,TCGA-12-0775-01Z-00-DX4.ed8edc90-7512-4216-9dbc-ee16f0f77cd0,TCGA-12-0775,20x,"(1.0, 4.000144292214133, 16.00057716885653)"
416,TCGA-12-0776-01Z-00-DX1.8f1ba99c-f19b-440a-802e-e4af5771e23b,TCGA-12-0776,20x,"(1.0, 4.0000911909538575, 16.002688829676906)"
417,TCGA-12-0776-01Z-00-DX2.7b121b0e-50f2-4dac-99e8-0cdbb81b473a,TCGA-12-0776,20x,"(1.0, 4.000154114866948, 16.00230323113395)"
418,TCGA-12-0776-01Z-00-DX3.d5213d31-2793-4d3b-911d-81535193ee42,TCGA-12-0776,20x,"(1.0, 4.000038449707782, 16.001463556525955)"
419,TCGA-12-0778-01Z-00-DX6.d3830570-2bbe-4e9a-a57f-857f6b896b12,TCGA-12-0778,20x,"(1.0, 4.0, 16.0024320760266)"
420,TCGA-12-0778-01Z-00-DX5.c06f9e45-8e82-4689-a605-9459213856c7,TCGA-12-0778,20x,"(1.0, 4.000209035474352, 16.003038936641136)"
421,TCGA-12-0778-01Z-00-DX4.0b72da45-4d5d-447f-8c6c-a5fd8d163e99,TCGA-12-0778,20x,"(1.0, 4.000134384518903, 16.002504517313902)"
422,TCGA-12-0778-01Z-00-DX1.7050afff-2c1b-4647-91e1-98d3be5f26f1,TCGA-12-0778,20x,"(1.0, 4.0, 16.001581523785617)"
423,TCGA-12-0778-01Z-00-DX2.a489ed1e-20b7-4dc5-9263-343cbfcbc1b7,TCGA-12-0778,20x,"(1.0, 4.0, 16.001581523785617)"
424,TCGA-12-0778-01Z-00-DX3.477f7607-7e8f-4209-aeec-7ce298a2a790,TCGA-12-0778,20x,"(1.0, 4.000105396290051, 16.001310276562116)"
425,TCGA-12-0780-01Z-00-DX1.1020a882-f78f-4ffc-a845-50267d77163c,TCGA-12-0780,20x,"(1.0, 4.000228189236753, 16.00291288191577)"
426,TCGA-12-0780-01Z-00-DX2.a7029362-0531-4b09-a611-e5668e4170b0,TCGA-12-0780,20x,"(1.0, 4.00024054009596, 16.005539466521505)"
427,TCGA-12-0780-01Z-00-DX3.6ecd72ef-2b14-4751-b8f7-f105049742dd,TCGA-12-0780,20x,"(1.0, 4.000178669780164, 16.00557572041692)"
428,TCGA-12-0818-01Z-00-DX4.26E9E9C7-9C05-471E-A296-05A3DABEE6E1,TCGA-12-0818,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
429,TCGA-12-0818-01Z-00-DX2.B4D2796F-6303-439B-BB61-06F2F81CE6C0,TCGA-12-0818,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
430,TCGA-12-0818-01Z-00-DX1.EA8E6672-9056-411A-B003-D1638F1CB891,TCGA-12-0818,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
431,TCGA-12-0818-01Z-00-DX5.D95A36D4-8F46-4CFC-8645-71F05F87182A,TCGA-12-0818,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
432,TCGA-12-0818-01Z-00-DX3.39FEFDC4-75BA-4BE2-80B4-E37BA147020D,TCGA-12-0818,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
433,TCGA-12-0819-01Z-00-DX3.F5692549-B432-435C-A200-6622BF084F56,TCGA-12-0819,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
434,TCGA-12-0819-01Z-00-DX1.8F874ED5-34B2-4E42-BBA5-329FB2DED709,TCGA-12-0819,20x,"(1.0, 4.000222172850478, 16.00585307134006)"
435,TCGA-12-0819-01Z-00-DX2.CA37F7BE-86D9-421F-B5A5-87E2BDDF7AAB,TCGA-12-0819,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
436,TCGA-12-0820-01Z-00-DX1.43DEB9E2-D419-4263-8188-20FEBB070AAF,TCGA-12-0820,20x,"(1.0, 4.000515550161586, 8.002673063973063)"
437,TCGA-12-0821-01Z-00-DX3.36A91C47-5A98-430A-BDE2-A70A02E6C837,TCGA-12-0821,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
438,TCGA-12-0821-01Z-00-DX2.E0F30115-B141-451C-84F1-64839ED91D24,TCGA-12-0821,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
439,TCGA-12-0821-01Z-00-DX1.EDD83394-E7FE-4D05-9BBB-8D971DE305F4,TCGA-12-0821,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
440,TCGA-12-0822-01Z-00-DX3.2AB8F5AD-CAD0-4680-B537-AC7A8F05A83E,TCGA-12-0822,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
441,TCGA-12-0822-01Z-00-DX4.930BEE6E-3E78-4C10-B63F-D97AA6731A12,TCGA-12-0822,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
442,TCGA-12-0822-01Z-00-DX5.DAB7AC20-113B-4B0F-8FE9-8581497468C0,TCGA-12-0822,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
443,TCGA-12-0822-01Z-00-DX1.461357D5-1C72-4B8B-A1B5-81C4D31352E4,TCGA-12-0822,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
444,TCGA-12-0822-01Z-00-DX2.C4F87A2B-B4CA-41D3-A082-588155F4D17D,TCGA-12-0822,20x,"(1.0, 4.0, 16.002584248198815)"
445,TCGA-12-0826-01Z-00-DX1.912E2863-3415-4F81-9DC2-C73E010BFBB0,TCGA-12-0826,20x,"(1.0, 4.000114092136997, 16.001822517922278)"
446,TCGA-12-0826-01Z-00-DX2.EBD12563-948E-4983-8F96-FE56B8358EE2,TCGA-12-0826,20x,"(1.0, 4.00019947100526, 16.001480987867637)"
447,TCGA-12-0826-01Z-00-DX3.54FBC2BF-EC32-4062-B4CD-367A1C559EAD,TCGA-12-0826,20x,"(1.0, 4.0, 16.0)"
448,TCGA-12-0827-01Z-00-DX3.CC3B9B34-4BD8-4C93-ACC8-29BC2D3D93E0,TCGA-12-0827,20x,"(1.0, 4.0000444306215845, 16.002608945187106, 32.010679572778265)"
449,TCGA-12-0827-01Z-00-DX1.2E975B17-CDAF-4EE0-A51E-B22740A2C1AA,TCGA-12-0827,20x,"(1.0, 4.0000444306215845, 16.002608945187106, 32.010679572778265)"
450,TCGA-12-0827-01Z-00-DX2.85A76752-6E43-4FD2-A40C-7285CC3FC58D,TCGA-12-0827,20x,"(1.0, 4.0000444306215845, 16.002608945187106, 32.010679572778265)"
451,TCGA-12-0828-01Z-00-DX3.53D916FA-0855-43B5-BE16-EB5029DF2864,TCGA-12-0828,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
452,TCGA-12-0828-01Z-00-DX2.E884D44B-E63F-47B3-BC43-F48A036EF99F,TCGA-12-0828,20x,"(1.0, 4.000156149344289, 16.003885584267834)"
453,TCGA-12-0828-01Z-00-DX1.05F4B5F3-F4A1-4763-A1AB-7082AB06D37D,TCGA-12-0828,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
454,TCGA-12-0829-01Z-00-DX2.16FEE63B-65F2-4B6A-821D-488522B7826E,TCGA-12-0829,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
455,TCGA-12-0829-01Z-00-DX1.4101C097-7249-42D7-96A3-EB78FD160241,TCGA-12-0829,20x,"(1.0, 4.000085338795016, 16.002223063130483)"
456,TCGA-12-1088-01Z-00-DX1.0935BD29-1307-4CBB-8CCA-99127296F821,TCGA-12-1088,20x,"(1.0, 4.00045753852079, 16.003712673075228)"
457,TCGA-12-1088-01Z-00-DX3.ABBFA65F-C940-4F9F-8F43-06CD25A64176,TCGA-12-1088,20x,"(1.0, 4.000089557585527, 16.002324663739493)"
458,TCGA-12-1088-01Z-00-DX2.19EEA1B3-B380-48AE-949C-DB31E1D3055F,TCGA-12-1088,20x,"(1.0, 4.000089242068611, 16.000356968274446)"
459,TCGA-12-1089-01Z-00-DX3.84A809E9-88B5-4E13-A577-563AA7E11F2D,TCGA-12-1089,20x,"(1.0, 4.000120318441575, 16.002702724635952)"
460,TCGA-12-1089-01Z-00-DX2.F96B9732-9A81-44D5-9B0D-48C1E061A92A,TCGA-12-1089,20x,"(1.0, 4.000194827424522, 16.00077930969809)"
461,TCGA-12-1089-01Z-00-DX1.E68DFC4E-748F-41E3-BC77-361421A74517,TCGA-12-1089,20x,"(1.0, 4.000085689802914, 16.002231456411558, 32.004462912823115)"
462,TCGA-12-1090-01Z-00-DX1.A346B5FD-4AF1-41F5-84BC-7C247C180582,TCGA-12-1090,20x,"(1.0, 4.000088474720288, 16.00275588049646)"
463,TCGA-12-1090-01Z-00-DX2.71C97297-BBDC-4B28-AE4F-BB8D1BCF2FBD,TCGA-12-1090,20x,"(1.0, 4.00007314932215, 16.002506653129664, 32.00501330625933)"
464,TCGA-12-1091-01Z-00-DX1.DC7370CB-B562-47C8-859E-6852297F809D,TCGA-12-1091,20x,"(1.0, 4.00005799118534, 16.002088167053365)"
465,TCGA-12-1091-01Z-00-DX3.EBCFA1D7-285E-4D7D-86E5-3BA56E84E58B,TCGA-12-1091,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
466,TCGA-12-1091-01Z-00-DX2.E3A31BCE-F8DD-4B9D-AB05-A93EACFE5971,TCGA-12-1091,20x,"(1.0, 4.0000448149144034, 16.001761056537813, 32.009261637020124)"
467,TCGA-12-1092-01Z-00-DX1.78AA4D76-674D-4DCC-B46A-284FAC277653,TCGA-12-1092,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
468,TCGA-12-1092-01Z-00-DX2.AEDBBC67-DA91-4872-90D7-8304C8A25D91,TCGA-12-1092,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
469,TCGA-12-1093-01Z-00-DX2.620A2F8E-637C-4813-8088-C1EB231A0E64,TCGA-12-1093,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
470,TCGA-12-1093-01Z-00-DX1.4B92D07E-EC99-43DD-B144-4349BB6C48C8,TCGA-12-1093,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
471,TCGA-12-1094-01Z-00-DX1.A0AD35C5-C87C-4347-A182-F6AF67FDC3CB,TCGA-12-1094,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
472,TCGA-12-1094-01Z-00-DX2.9B90CBA4-A9CB-48B4-A59F-DD47E4BAC51D,TCGA-12-1094,20x,"(1.0, 4.0000227200436225, 16.00333137045341, 32.015308569566635)"
473,TCGA-12-1095-01Z-00-DX1.9F634433-9EED-4FD8-993E-D5EA711E179A,TCGA-12-1095,20x,"(1.0, 4.000089533530307, 16.001607689716362)"
